3200002|03200|R|4611614|343769|57 Avenue Poincaré|VICHY
3200003|03200|R|4613100|343400|48 Avenue de Gramont|VICHY
3200005|03200|R|4614300|341500|Allée des ailes|VICHY
3210001|03210|R|4653600|320300|1 ROUTE DE COSNE|SOUVIGNY
3240002|03240|R|4637500|301900|Lieu-dit Longeville|Deux-Chaises
3240003|03240|R|4638000|304000|route de longeville|Deux-Chaises
3250002|03250|R|4606849|366341|Route des Ferrières|Le Mayet-de-Montagne
3260001|03260|R|4620500|343200|8 RUE PIERRE SEMARD|Saint-Germain-des-Fossés
3270001|03270|R|4605456.08|347014.954|3 RUE DU BOIS DES JARRAUX|SAINT-YORRE
3286001|03400|R|4650629.60468|336080.003573|LES GRIS|TOULON-SUR-ALLIER
3290001|03290|R|4652900|366900|la chapelle|Dompierre-sur-Besbre
3290002|03290|R|4651700|369200|464 ROUTE DE DIOU|DOMPIERRE SUR BESBRE
3290003|03290|R|4652300|368000|223 RUE NATIONALE|DOMPIERRE SUR BESBRE
3300001|03300|R|4613843.645|344866.775|RTE DE CHARMEIL|CUSSET
3300002|03300|R|4613400|344900|24 Rue de la République|CUSSET
3300003|03300|R|4613600|345500|rue des peupliers|CUSSET
3310001|03310|R|4628425|266764|2, route de Clermont|NéRIS-LES-BAINS
3310002|03310|R|4628300|266900|Route de Clermont|Néris-les-Bains
3320001|03320|R|4673100|293800|ROUTE DE MOULINS|Lurcy-Lévis
3350002|03350|R|4661658.854|282206.505|Avenue Jean Jaurès|Cérilly
3360001|03360|R|4670500|269500|rue du pavé|AINAY-LE-CHATEAU
3380001|03380|R|4640600.281|252902.817|RELAIS DES TARTASSES|LA CHAPELAUDE
3380002|03380|R|4637200|247100|Rue Calaubys|HURIEL
3390002|03390|R|4632408.6476|296427.508838|2 rue des artisan|MONTMARAULT
3390003|03390|R|4632100|296100|ROUTE DE MOULINS|MONTMARAULT
3390004|03390|R|4632400|296400|route de moulins|Montmarault
3390005|03390|R|4633200|297400|40 allée de la pause|Sazeret
3400001|03400|R|4655800|333500|28, route de Lyon|YZEURE
3400002|03400|R|4655300|336500|Route de Montbeugny|YZEURE
3400003|03400|R|4656300|335500|28 Rue Bergeron-Vebret|Yzeure
